,Abe Fortas,Anthony M. Kennedy,Antonin Scalia,Arthur J. Goldberg,Brett M. Kavanaugh,Byron R. White,Charles E. Whittaker,Clarence Thomas,David H. Souter,Earl Warren,Elena Kagan,Felix Frankfurter,Harold Burton,Harry A. Blackmun,Hugo L. Black,John M. Harlan II,John Paul Stevens,Neil Gorsuch,Potter Stewart,Ruth Bader Ginsburg,Sandra Day O'Connor,Sherman Minton,Sonia Sotomayor,Stanley Reed,Stephen G. Breyer,Thurgood Marshall,Tom C. Clark,Warren E. Burger,William H. Rehnquist,William O. Douglas
1986-11-03,0,0,5757,0,0,556,0,0,0,0,0,0,0,216,0,0,3166,0,0,0,2494,0,0,0,0,563,0,0,2692,0
1986-11-04,0,0,414,0,0,1172,0,0,0,0,0,0,0,0,0,0,3356,0,0,0,173,0,0,0,0,953,0,0,402,0
1986-11-05,0,0,1939,0,0,2912,0,0,0,0,0,0,0,75,0,0,1747,0,0,0,1475,0,0,0,0,934,0,0,1187,0
1986-11-10,0,0,2907,0,0,519,0,0,0,0,0,0,0,134,0,0,1152,0,0,0,360,0,0,0,0,201,0,0,1103,0
1986-11-12,0,0,2418,0,0,1994,0,0,0,0,0,0,0,51,0,0,2657,0,0,0,1671,0,0,0,0,1819,0,0,1279,0
1986-12-01,0,0,3921,0,0,3017,0,0,0,0,0,0,0,355,0,0,3513,0,0,0,383,0,0,0,0,173,0,0,2349,0
1986-12-02,0,0,4069,0,0,1012,0,0,0,0,0,0,0,267,0,0,2660,0,0,0,973,0,0,0,0,404,0,0,743,0
1986-12-03,0,0,5943,0,0,689,0,0,0,0,0,0,0,74,0,0,1104,0,0,0,2391,0,0,0,0,973,0,0,1830,0
1986-12-08,0,0,7061,0,0,2225,0,0,0,0,0,0,0,164,0,0,4963,0,0,0,1858,0,0,0,0,1384,0,0,2046,0
1986-12-09,0,0,4274,0,0,1439,0,0,0,0,0,0,0,105,0,0,2331,0,0,0,890,0,0,0,0,1815,0,0,949,0
1986-12-10,0,0,3560,0,0,228,0,0,0,0,0,0,0,419,0,0,2892,0,0,0,584,0,0,0,0,299,0,0,1435,0
1987-01-12,0,0,542,0,0,2378,0,0,0,0,0,0,0,0,0,0,2386,0,0,0,766,0,0,0,0,1953,0,0,22,0
1987-01-13,0,0,5430,0,0,1160,0,0,0,0,0,0,0,539,0,0,4976,0,0,0,844,0,0,0,0,1047,0,0,1893,0
1987-01-14,0,0,4225,0,0,2470,0,0,0,0,0,0,0,229,0,0,6407,0,0,0,3288,0,0,0,0,1772,0,0,1684,0
1987-01-20,0,0,6145,0,0,1907,0,0,0,0,0,0,0,428,0,0,1417,0,0,0,1802,0,0,0,0,1063,0,0,1590,0
1987-01-21,0,0,3618,0,0,1844,0,0,0,0,0,0,0,406,0,0,1207,0,0,0,139,0,0,0,0,534,0,0,1238,0
1987-02-23,0,0,2172,0,0,453,0,0,0,0,0,0,0,309,0,0,2247,0,0,0,324,0,0,0,0,0,0,0,3337,0
1987-02-24,0,0,3954,0,0,758,0,0,0,0,0,0,0,435,0,0,3070,0,0,0,60,0,0,0,0,0,0,0,1503,0
1987-02-25,0,0,2150,0,0,1314,0,0,0,0,0,0,0,403,0,0,971,0,0,0,93,0,0,0,0,136,0,0,417,0
1987-03-02,0,0,2223,0,0,94,0,0,0,0,0,0,0,144,0,0,2595,0,0,0,2990,0,0,0,0,1245,0,0,1522,0
1987-03-03,0,0,5523,0,0,593,0,0,0,0,0,0,0,145,0,0,1726,0,0,0,1231,0,0,0,0,422,0,0,3077,0
1987-03-04,0,0,990,0,0,2093,0,0,0,0,0,0,0,1933,0,0,1219,0,0,0,617,0,0,0,0,1089,0,0,859,0
1987-03-23,0,0,4262,0,0,2359,0,0,0,0,0,0,0,21,0,0,5405,0,0,0,1444,0,0,0,0,1891,0,0,1987,0
1987-03-24,0,0,4669,0,0,1253,0,0,0,0,0,0,0,571,0,0,4205,0,0,0,774,0,0,0,0,1109,0,0,360,0
1987-03-25,0,0,3220,0,0,1197,0,0,0,0,0,0,0,275,0,0,1135,0,0,0,1684,0,0,0,0,222,0,0,876,0
1987-03-30,0,0,4930,0,0,2389,0,0,0,0,0,0,0,438,0,0,2712,0,0,0,594,0,0,0,0,2246,0,0,977,0
1987-03-31,0,0,4945,0,0,1598,0,0,0,0,0,0,0,27,0,0,3776,0,0,0,871,0,0,0,0,310,0,0,1948,0
1987-04-01,0,0,3026,0,0,1523,0,0,0,0,0,0,0,876,0,0,1915,0,0,0,989,0,0,0,0,397,0,0,2848,0
1987-04-20,0,0,5663,0,0,2646,0,0,0,0,0,0,0,1154,0,0,4498,0,0,0,1268,0,0,0,0,726,0,0,1906,0
1987-04-21,0,0,1911,0,0,2055,0,0,0,0,0,0,0,224,0,0,71,0,0,0,460,0,0,0,0,654,0,0,1854,0
1987-04-22,0,0,3704,0,0,3188,0,0,0,0,0,0,0,49,0,0,2882,0,0,0,1762,0,0,0,0,1463,0,0,1986,0
1987-04-27,0,0,3738,0,0,1809,0,0,0,0,0,0,0,87,0,0,2420,0,0,0,2932,0,0,0,0,444,0,0,2472,0
1987-04-28,0,0,3164,0,0,2359,0,0,0,0,0,0,0,198,0,0,4372,0,0,0,1722,0,0,0,0,112,0,0,1457,0
1987-04-29,0,0,2755,0,0,2936,0,0,0,0,0,0,0,83,0,0,155,0,0,0,85,0,0,0,0,0,0,0,324,0
1987-11-02,0,0,2578,0,0,1397,0,0,0,0,0,0,0,540,0,0,3268,0,0,0,1190,0,0,0,0,375,0,0,3102,0
1987-11-03,0,0,2084,0,0,2345,0,0,0,0,0,0,0,719,0,0,4138,0,0,0,1263,0,0,0,0,1094,0,0,1654,0
1987-11-04,0,0,3784,0,0,3363,0,0,0,0,0,0,0,843,0,0,4603,0,0,0,3603,0,0,0,0,608,0,0,2768,0
1987-11-09,0,0,1849,0,0,324,0,0,0,0,0,0,0,818,0,0,2503,0,0,0,1374,0,0,0,0,781,0,0,1309,0
1987-11-10,0,0,6554,0,0,2743,0,0,0,0,0,0,0,239,0,0,2533,0,0,0,1317,0,0,0,0,152,0,0,2176,0
1987-11-30,0,0,3834,0,0,2616,0,0,0,0,0,0,0,717,0,0,4767,0,0,0,1055,0,0,0,0,1117,0,0,2575,0
1987-12-01,0,0,3774,0,0,1353,0,0,0,0,0,0,0,150,0,0,1634,0,0,0,528,0,0,0,0,1096,0,0,2240,0
1987-12-02,0,0,2571,0,0,1810,0,0,0,0,0,0,0,150,0,0,2197,0,0,0,844,0,0,0,0,771,0,0,3223,0
1987-12-07,0,0,3424,0,0,1797,0,0,0,0,0,0,0,502,0,0,4794,0,0,0,624,0,0,0,0,1820,0,0,1838,0
1987-12-08,0,0,822,0,0,160,0,0,0,0,0,0,0,1861,0,0,338,0,0,0,338,0,0,0,0,203,0,0,1539,0
1987-12-09,0,0,3184,0,0,1891,0,0,0,0,0,0,0,332,0,0,2457,0,0,0,1018,0,0,0,0,34,0,0,672,0
1988-01-11,0,0,1026,0,0,539,0,0,0,0,0,0,0,0,0,0,4495,0,0,0,548,0,0,0,0,110,0,0,242,0
1988-01-12,0,0,5375,0,0,276,0,0,0,0,0,0,0,130,0,0,3725,0,0,0,2343,0,0,0,0,523,0,0,1638,0
1988-01-13,0,0,2766,0,0,589,0,0,0,0,0,0,0,40,0,0,4173,0,0,0,1757,0,0,0,0,185,0,0,783,0
1988-01-19,0,0,3846,0,0,689,0,0,0,0,0,0,0,188,0,0,1876,0,0,0,1360,0,0,0,0,419,0,0,1881,0
1988-01-20,0,0,2875,0,0,1625,0,0,0,0,0,0,0,365,0,0,4437,0,0,0,3167,0,0,0,0,588,0,0,1304,0
1988-02-22,0,602,3067,0,0,246,0,0,0,0,0,0,0,0,0,0,2403,0,0,0,1785,0,0,0,0,1379,0,0,1337,0
1988-02-23,0,760,2989,0,0,3017,0,0,0,0,0,0,0,91,0,0,1840,0,0,0,1634,0,0,0,0,2727,0,0,2038,0
1988-02-24,0,263,3806,0,0,1733,0,0,0,0,0,0,0,64,0,0,590,0,0,0,1292,0,0,0,0,1776,0,0,1402,0
1988-02-29,0,577,4036,0,0,1917,0,0,0,0,0,0,0,388,0,0,2320,0,0,0,451,0,0,0,0,1092,0,0,1932,0
1988-03-01,0,57,2430,0,0,2441,0,0,0,0,0,0,0,865,0,0,2278,0,0,0,1064,0,0,0,0,26,0,0,1990,0
1988-03-02,0,1029,2500,0,0,2610,0,0,0,0,0,0,0,131,0,0,4113,0,0,0,480,0,0,0,0,1017,0,0,2590,0
1988-03-21,0,263,3791,0,0,2538,0,0,0,0,0,0,0,0,0,0,3135,0,0,0,1601,0,0,0,0,186,0,0,2232,0
1988-03-22,0,1508,2007,0,0,2156,0,0,0,0,0,0,0,221,0,0,727,0,0,0,1473,0,0,0,0,245,0,0,1383,0
1988-03-23,0,827,3914,0,0,2435,0,0,0,0,0,0,0,562,0,0,1204,0,0,0,1880,0,0,0,0,887,0,0,1754,0
1988-03-28,0,340,4112,0,0,1034,0,0,0,0,0,0,0,1645,0,0,3291,0,0,0,1866,0,0,0,0,1854,0,0,1795,0
1988-03-29,0,1014,3145,0,0,669,0,0,0,0,0,0,0,738,0,0,2753,0,0,0,2337,0,0,0,0,2641,0,0,917,0
1988-03-30,0,515,5145,0,0,2478,0,0,0,0,0,0,0,46,0,0,5942,0,0,0,1211,0,0,0,0,384,0,0,1043,0
1988-04-18,0,84,5427,0,0,1521,0,0,0,0,0,0,0,0,0,0,3921,0,0,0,1447,0,0,0,0,832,0,0,2841,0
1988-04-19,0,799,4515,0,0,3213,0,0,0,0,0,0,0,617,0,0,1740,0,0,0,1026,0,0,0,0,794,0,0,1172,0
1988-04-20,0,1559,2103,0,0,2194,0,0,0,1075,0,0,0,268,0,0,1545,0,0,0,2548,0,0,0,0,169,0,0,1421,0
1988-04-25,0,1487,1484,0,0,142,0,0,0,0,0,0,0,246,0,0,3185,0,0,0,952,0,0,0,0,744,0,0,1173,0
1988-04-26,0,196,2753,0,0,208,0,0,0,0,0,0,0,618,0,0,3205,0,0,0,1491,0,0,0,0,651,0,0,2110,0
1988-04-27,0,1130,4322,0,0,3368,0,0,0,0,0,0,0,294,0,0,4022,0,0,0,710,0,0,0,0,797,0,0,1785,0
1988-11-01,0,1145,4189,0,0,844,0,0,0,0,0,0,0,172,0,0,312,0,0,0,823,0,0,0,0,308,0,0,1325,0
1988-11-02,0,1580,3723,0,0,674,0,0,0,0,0,0,0,336,0,0,2106,0,0,0,2520,0,0,0,0,1487,0,0,1423,0
1988-11-07,0,3712,3129,0,0,3169,0,0,0,0,0,0,0,338,0,0,558,0,0,0,865,0,0,0,0,976,0,0,2314,0
1988-11-08,0,2254,3033,0,0,419,0,0,0,0,0,0,0,0,0,0,3513,0,0,0,398,0,0,0,0,196,0,0,2721,0
1988-11-28,0,525,3251,0,0,1525,0,0,0,0,0,0,0,891,0,0,1953,0,0,0,1653,0,0,0,0,554,0,0,2993,0
1988-11-29,0,263,1780,0,0,759,0,0,0,0,0,0,0,485,0,0,1639,0,0,0,616,0,0,0,0,527,0,0,1355,0
1988-11-30,0,1678,3681,0,0,2608,0,0,0,0,0,0,0,238,0,0,719,0,0,0,580,0,0,0,0,404,0,0,2205,0
1988-12-05,0,1146,2535,0,0,57,0,0,0,0,0,0,0,808,0,0,1903,0,0,0,1577,0,0,0,0,478,0,0,959,0
1988-12-07,0,594,4617,0,0,416,0,0,0,0,0,0,0,36,0,0,1417,0,0,0,2345,0,0,0,0,162,0,0,221,0
1989-01-09,0,0,5099,0,0,73,0,0,0,0,0,0,0,296,0,0,378,0,0,0,153,0,0,0,0,1052,0,0,220,0
1989-01-10,0,1213,2230,0,0,638,0,0,0,0,0,0,0,377,0,0,3163,0,0,0,752,0,0,0,0,1067,0,0,868,0
1989-01-11,0,832,3079,0,0,1496,0,0,0,0,0,0,0,428,0,0,3014,0,0,0,4585,0,0,0,0,737,0,0,22,0
1989-01-17,0,2236,4478,0,0,3372,0,0,0,0,0,0,0,70,0,0,1573,0,0,0,1795,0,0,0,0,200,0,0,2503,0
1989-01-18,0,919,4008,0,0,2154,0,0,0,0,0,0,0,663,0,0,1935,0,0,0,5876,0,0,0,0,461,0,0,1861,0
1989-02-21,0,695,2840,0,0,238,0,0,0,0,0,0,0,31,0,0,658,0,0,0,1191,0,0,0,0,1475,0,0,2243,0
1989-02-22,0,437,3467,0,0,931,0,0,0,0,0,0,0,40,0,0,3873,0,0,0,1441,0,0,0,0,157,0,0,184,0
1989-02-27,0,1898,3847,0,0,3112,0,0,0,0,0,0,0,43,0,0,4285,0,0,0,0,0,0,0,0,419,0,0,729,0
1989-02-28,0,180,4347,0,0,1344,0,0,0,0,0,0,0,758,0,0,1878,0,0,0,1018,0,0,0,0,1516,0,0,2923,0
1989-03-01,0,892,2995,0,0,2132,0,0,0,0,0,0,0,710,0,0,1686,0,0,0,1240,0,0,0,0,278,0,0,347,0
1989-03-20,0,914,3714,0,0,1666,0,0,0,0,0,0,0,482,0,0,4754,0,0,0,407,0,0,0,0,1008,0,0,4214,0
1989-03-21,0,604,3826,0,0,1187,0,0,0,0,0,0,0,860,0,0,374,0,0,0,1326,0,0,0,0,703,0,0,1399,0
1989-03-22,0,650,2826,0,0,894,0,0,0,0,0,0,0,881,0,0,5633,0,0,0,140,0,0,0,0,337,0,0,2097,0
1989-03-27,0,2495,7674,0,0,347,0,0,0,0,0,0,0,1280,0,0,2053,0,0,0,269,0,0,0,0,530,0,0,4564,0
1989-03-28,0,2193,5074,0,0,940,0,0,0,0,0,0,0,286,0,0,2488,0,0,0,2018,0,0,0,0,143,0,0,1812,0
1989-03-29,0,165,6752,0,0,3978,0,0,0,0,0,0,0,251,0,0,1471,0,0,0,2136,0,0,0,0,173,0,0,3126,0
1989-04-17,0,387,5614,0,0,1903,0,0,0,0,0,0,0,0,0,0,4384,0,0,0,1542,0,0,0,0,0,0,0,1020,0
1989-04-18,0,1107,3279,0,0,0,0,0,0,0,0,0,0,319,0,0,3540,0,0,0,2160,0,0,0,0,0,0,0,1753,0
1989-04-19,0,1529,4575,0,0,2200,0,0,0,0,0,0,0,0,0,0,2075,0,0,0,1558,0,0,0,0,0,0,0,859,0
1989-04-24,0,1310,4204,0,0,1597,0,0,0,0,0,0,0,350,0,0,2317,0,424,0,1791,0,0,0,0,453,0,0,1279,0
1989-04-25,0,878,2800,0,0,3636,0,0,0,0,0,0,0,358,0,0,225,0,0,0,2410,0,0,0,0,166,0,0,1983,0
1989-04-26,0,1268,4326,0,0,788,0,0,0,0,0,0,0,304,0,0,4542,0,0,0,920,0,0,0,0,179,0,0,1150,0
1989-11-01,0,2176,5630,0,0,1272,0,0,0,0,0,0,0,101,0,0,1767,0,0,0,1889,0,0,0,0,0,0,0,2169,0
1989-11-06,0,1012,3957,0,0,1513,0,0,0,0,0,0,0,201,0,0,7892,0,0,0,191,0,0,0,0,514,0,0,2373,0
1989-11-07,0,1845,4559,0,0,2355,0,0,0,0,0,0,0,1040,0,0,1076,0,0,0,1391,0,0,0,0,602,0,0,2373,0
1989-11-27,0,450,4848,0,0,1015,0,0,0,0,0,0,0,409,0,0,1911,0,0,0,2028,0,0,0,0,569,0,0,1455,0
1989-11-28,0,1349,2216,0,0,385,0,0,0,0,0,0,0,40,0,0,2584,0,0,0,1787,0,0,0,0,63,0,0,581,0
1989-11-29,0,428,1368,0,0,256,0,0,0,0,0,0,0,542,0,0,1722,0,0,0,1121,0,0,0,0,0,0,0,1000,0
1989-12-04,0,1330,4096,0,0,3240,0,0,0,0,0,0,0,51,0,0,1065,0,0,0,1087,0,0,0,0,1199,0,0,2342,0
1989-12-05,0,2044,5041,0,0,1329,0,0,0,0,0,0,0,102,0,0,1141,0,0,0,499,0,0,0,0,472,0,0,135,0
1989-12-06,0,1887,5644,0,0,1399,0,0,0,0,0,0,0,1186,0,0,6342,0,0,0,3463,0,0,0,0,0,0,0,1408,0
1990-01-08,0,84,1117,0,0,993,0,0,0,0,0,0,0,0,0,0,2309,0,0,0,528,0,0,0,0,202,0,0,1233,0
1990-01-09,0,381,3950,0,0,2570,0,0,0,0,0,0,0,46,0,0,1070,0,0,0,1274,0,0,0,0,0,0,0,1593,0
1990-01-10,0,1388,2855,0,0,2242,0,0,0,0,0,0,0,106,0,0,500,0,0,0,326,0,0,0,0,1980,0,0,1429,0
1990-01-16,0,1803,3577,0,0,1447,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,1709,0,0,0,0,554,0,0,22,0
1990-01-17,0,2558,1665,0,0,2587,0,0,0,0,0,0,0,110,0,0,1043,0,0,0,497,0,0,0,0,514,0,0,2932,0
1990-02-20,0,989,4864,0,0,742,0,0,0,0,0,0,0,262,0,0,2515,0,0,0,499,0,0,0,0,412,0,0,1885,0
1990-02-21,0,1648,3183,0,0,2933,0,0,0,0,0,0,0,38,0,0,3384,0,0,0,1717,0,0,0,0,371,0,0,2441,0
1990-02-26,0,537,4735,0,0,2075,0,0,0,0,0,0,0,552,442,0,2018,0,0,0,3640,0,0,0,0,637,0,0,3160,0
1990-02-27,0,1540,5468,0,0,1709,0,0,0,0,0,0,0,360,0,0,3905,0,0,0,1888,0,0,0,0,71,0,0,1842,0
1990-02-28,0,521,716,0,0,1787,0,0,0,0,0,0,0,0,0,0,2216,0,0,0,1384,0,0,0,0,690,0,0,1390,0
1990-03-19,0,956,4219,0,0,3618,0,0,0,0,0,0,0,229,0,0,1900,0,0,0,869,0,0,0,0,0,0,0,2477,0
1990-03-20,0,358,2995,0,0,2195,0,0,0,0,0,0,0,367,0,0,1614,0,0,0,1236,0,0,0,0,1657,0,0,1743,0
1990-03-21,0,1764,3127,0,0,98,0,0,0,0,0,0,0,318,0,0,3489,0,0,0,88,0,0,0,0,1184,0,0,2335,0
1990-03-26,0,1290,2471,0,0,5417,0,0,0,0,0,0,0,180,0,0,3749,0,0,0,814,0,0,0,0,0,0,0,2071,250
1990-03-27,0,2681,7009,0,0,664,0,0,0,0,0,0,0,623,0,0,2491,0,0,0,2245,0,0,0,0,0,0,0,2866,0
1990-03-28,0,873,4402,0,0,823,0,0,0,0,0,0,0,264,0,0,2092,0,0,0,1285,0,0,0,0,182,0,0,2783,0
1990-04-16,0,492,3866,0,0,4302,0,0,0,0,0,0,0,136,0,0,1562,0,0,0,953,0,0,0,0,0,0,0,1304,0
1990-04-17,0,1882,3394,0,0,4502,0,0,0,0,0,0,0,117,0,0,1004,0,0,0,985,0,0,0,0,481,0,0,1559,0
1990-04-18,0,1665,5263,0,0,2308,0,0,0,0,0,0,0,69,0,0,1024,0,0,0,3335,0,0,0,0,579,0,0,2268,0
1990-04-23,0,1323,3475,0,0,3401,0,0,0,0,0,0,0,0,0,0,768,0,0,0,1709,0,0,0,0,0,0,0,1935,0
1990-04-24,0,1765,6759,0,0,1520,0,0,0,0,0,0,0,0,0,0,4773,0,0,0,886,0,0,0,0,0,0,0,2406,0
1990-04-25,0,787,340,0,0,292,0,0,0,0,0,0,0,652,0,0,271,0,0,0,2024,0,0,0,0,0,0,0,1967,0
1990-05-14,0,2196,5774,0,0,705,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,820,0
1990-11-05,0,656,966,0,0,2160,0,0,2174,0,0,0,0,0,0,0,3570,0,0,0,598,0,0,0,0,110,0,0,743,0
1990-11-06,0,1313,2811,0,0,1995,0,0,3803,0,0,0,0,370,0,0,2575,0,0,0,888,0,0,0,0,426,0,0,2312,0
1990-11-07,0,362,2492,0,0,989,0,0,847,0,0,0,0,0,0,0,3953,0,0,0,1095,0,0,0,0,0,0,0,1034,0
1990-11-26,0,1661,5675,0,0,264,0,0,184,0,0,0,0,0,0,0,2617,0,0,0,1405,0,0,0,0,0,0,0,2715,0
1990-11-27,0,1341,2583,0,0,3830,0,0,387,0,0,0,0,1584,0,0,2758,0,0,0,481,0,0,0,0,1539,0,0,1566,0
1990-11-28,0,116,2136,0,0,1830,0,0,1099,0,0,0,0,79,0,0,2855,0,0,0,865,0,0,0,0,422,0,0,1905,0
1990-12-03,0,888,4118,0,0,1256,0,0,3474,0,0,0,0,106,0,0,3438,0,0,0,4018,0,0,0,0,0,0,0,2730,0
1991-01-07,0,1185,3245,0,0,932,0,0,227,0,0,0,0,361,0,0,2991,0,0,0,1231,0,0,0,0,700,0,0,2387,0
1991-01-08,0,284,3570,0,0,2859,0,0,792,0,0,0,0,180,0,0,2185,0,0,0,81,0,0,0,0,64,0,0,755,0
1991-01-09,0,2104,5769,0,0,2869,0,0,4403,0,0,0,0,594,0,0,1285,0,0,0,851,0,0,0,0,659,0,0,1862,0
1991-01-14,0,1644,7361,0,0,1687,0,0,2603,0,0,0,0,54,0,0,2728,0,0,0,1151,0,0,0,0,856,0,0,1889,0
1991-01-15,0,738,4980,0,0,490,0,0,3307,0,0,0,0,459,0,0,4581,0,0,0,373,0,0,0,0,753,0,0,1247,0
1991-01-16,0,2428,4331,0,0,528,0,0,2413,0,0,0,0,157,0,0,2439,0,0,0,784,0,0,0,0,0,0,0,1694,0
1991-02-19,0,645,2196,0,0,1536,0,0,2121,0,0,0,0,374,0,0,3768,0,0,0,853,0,0,0,0,463,0,0,4301,0
1991-02-20,0,2881,3479,0,0,1712,0,0,267,0,0,0,0,0,0,0,3405,0,0,0,756,0,0,0,0,919,0,0,1360,0
1991-02-25,0,824,1024,0,0,1699,1070,0,3719,0,0,0,0,102,0,0,2053,0,0,0,2529,0,0,0,0,0,0,0,277,0
1991-02-26,0,1343,5385,0,0,2559,0,0,857,0,0,0,0,60,0,0,1771,0,0,0,516,0,0,0,0,876,0,0,2575,0
1991-02-27,0,3933,6204,0,0,3656,0,0,2936,0,0,0,0,0,255,0,3471,0,0,0,325,0,0,0,0,1318,0,0,1834,0
1991-03-18,0,799,1940,0,0,3176,0,0,667,0,0,0,0,57,0,0,2518,0,0,0,675,0,0,0,0,139,0,0,2276,0
1991-03-19,0,832,2229,0,0,3199,0,0,1286,0,0,0,0,0,0,0,4707,0,0,0,990,0,0,0,0,0,0,0,4337,0
1991-03-20,0,832,4898,0,0,4828,0,0,836,0,0,0,0,0,0,0,1731,0,0,0,618,0,0,0,0,0,0,0,2899,0
1991-03-25,0,721,3523,0,0,417,0,0,1180,0,0,0,0,63,0,0,3393,0,0,0,728,0,0,0,0,331,0,0,1948,0
1991-03-26,0,842,2932,0,0,2245,0,0,742,0,0,0,0,0,0,0,2148,0,0,0,2213,0,0,0,0,0,0,0,2634,0
1991-03-27,0,1067,2548,0,0,126,0,0,2635,0,0,0,0,108,0,0,2623,0,0,0,1298,0,0,0,0,265,0,0,2224,0
1991-04-15,0,1278,7428,0,0,2424,0,0,2572,0,0,0,0,0,0,0,3070,0,0,0,1374,0,0,0,0,702,0,0,1796,0
1991-04-16,0,1985,2276,0,0,3027,0,0,1981,0,0,0,0,450,0,0,432,0,0,0,745,0,0,0,0,0,0,0,2318,0
1991-04-17,0,379,4496,0,0,1384,0,0,0,0,0,0,0,0,0,0,3167,0,0,0,715,0,0,0,0,0,0,0,2274,0
1991-04-22,0,259,5148,0,0,1023,0,0,679,0,0,0,0,0,0,0,727,0,0,0,756,0,0,0,0,1033,0,0,1413,0
1991-04-23,0,2546,3420,0,0,1983,1047,0,497,0,0,0,0,358,0,0,1154,0,0,0,2027,0,0,0,0,475,0,0,2181,0
1991-04-24,0,706,5218,0,0,1415,0,0,732,0,0,0,0,224,0,0,2022,0,0,0,1919,0,0,0,0,1692,0,0,1835,0
1991-11-04,0,791,4814,0,0,1713,0,0,3340,0,0,0,0,445,0,0,3650,0,0,0,801,0,0,0,0,0,0,0,2163,0
1991-11-05,0,1359,3943,0,0,1563,0,384,1256,0,0,0,0,85,0,0,3323,0,0,0,1894,0,0,0,0,0,0,0,1718,0
1991-11-06,0,1493,5540,0,0,3639,0,0,1754,0,0,0,0,53,0,0,1259,0,0,0,1348,0,0,0,0,0,0,0,667,0
1991-11-12,0,1759,3785,0,0,983,0,0,2299,0,0,0,0,328,0,0,2223,0,0,0,2415,0,0,0,0,0,0,0,1013,0
1991-11-13,0,1334,2058,0,0,2677,0,715,1088,0,0,0,0,205,0,0,1848,0,0,0,1914,0,0,0,0,0,0,0,2101,0
1991-12-02,0,1231,3572,0,0,781,0,0,4260,0,0,0,0,31,0,0,2560,0,0,0,1673,0,0,0,0,0,0,0,1789,0
1991-12-03,0,1204,3726,0,0,1676,0,0,1442,0,0,0,0,370,0,0,3252,0,0,0,1000,0,0,0,0,0,0,0,960,0
1991-12-04,0,1456,6452,0,0,1102,0,0,3258,0,0,0,0,1631,0,0,2051,0,0,0,2296,0,0,0,0,0,0,0,1082,0
1991-12-09,0,1237,2622,0,0,599,0,553,248,0,0,0,0,605,0,0,1683,0,0,0,569,0,0,0,0,0,0,0,1904,0
1991-12-10,0,980,4489,0,0,1252,0,0,881,0,0,0,0,369,0,0,5184,0,0,0,1263,0,0,0,0,0,0,0,1376,0
1991-12-11,0,52,1808,0,0,395,0,0,755,0,0,0,0,82,0,0,1393,0,0,0,741,0,0,0,0,0,0,0,1861,0
1992-01-13,0,2630,4446,0,0,2512,0,0,2635,0,0,0,0,0,0,0,4373,0,0,0,745,0,0,0,0,0,0,0,1752,0
1992-01-14,0,1389,3374,0,0,1994,0,0,697,0,0,0,0,118,216,0,655,0,0,0,220,0,0,0,0,0,0,0,1675,0
1992-01-15,0,1748,3285,0,0,1508,0,0,797,0,0,0,0,221,0,0,6320,0,0,0,790,0,0,0,0,0,0,0,1061,0
1992-01-21,0,293,2656,0,0,924,0,0,1640,0,0,0,0,0,0,0,3212,0,0,0,1140,0,0,0,0,0,0,0,140,0
1992-01-22,0,2208,6069,0,0,549,0,0,818,0,0,0,0,114,0,0,3486,0,0,0,183,0,0,0,0,0,0,0,3602,0
1992-02-24,0,816,3641,0,0,1594,0,0,0,0,0,0,0,0,0,0,3062,0,0,0,1167,0,0,0,0,0,0,0,4029,0
1992-02-25,0,1618,3017,0,0,3485,0,0,2893,0,0,0,0,701,0,0,2314,0,0,0,851,0,0,0,0,0,0,0,3421,0
1992-02-26,0,844,125,0,0,1725,0,0,3224,0,0,0,0,0,0,0,2332,0,0,0,2201,0,0,0,0,0,0,0,2912,0
1992-03-02,0,1891,2322,0,0,2385,0,0,1869,0,0,0,0,187,0,0,944,0,0,0,1164,0,0,0,0,0,0,0,2037,0
1992-03-03,0,1767,4721,0,0,395,0,489,730,0,0,0,0,34,0,0,3472,0,0,0,2100,0,0,0,0,0,0,0,2316,0
1992-03-04,0,563,3179,0,0,585,0,0,0,0,0,0,0,127,0,0,2167,0,0,0,517,0,0,0,0,0,0,0,2269,0
1992-03-23,0,3270,2812,0,0,1509,0,0,4010,0,0,0,0,0,0,0,1311,0,0,0,562,0,0,0,0,0,0,0,2542,0
1992-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0
1992-03-25,0,2202,4474,0,0,1406,0,0,3901,0,0,0,0,67,0,0,888,0,0,0,1933,0,0,0,0,0,0,0,2612,0
1992-03-30,0,2412,3272,0,0,800,0,0,4490,0,0,0,0,118,0,0,551,0,0,0,2481,0,0,0,0,0,0,0,1049,0
1992-03-31,0,2881,6576,0,0,991,0,188,2783,0,0,0,0,864,0,0,850,0,0,0,1509,0,0,0,0,0,0,0,2100,0
1992-04-01,0,737,3307,0,0,852,0,0,635,0,0,0,0,383,0,0,3311,0,0,0,1285,0,0,0,0,0,0,0,2201,0
1992-04-20,0,1870,3085,0,0,2126,0,91,612,0,0,0,0,719,0,0,2619,0,0,0,633,0,0,0,0,0,0,0,1711,0
1992-04-21,0,1950,2890,0,0,5189,0,0,376,0,0,0,0,217,0,0,4689,0,0,0,1185,0,0,0,0,0,0,0,1068,0
