,Abe Fortas,Anthony M. Kennedy,Antonin Scalia,Arthur J. Goldberg,Brett M. Kavanaugh,Byron R. White,Charles E. Whittaker,Clarence Thomas,David H. Souter,Earl Warren,Elena Kagan,Felix Frankfurter,Harold Burton,Harry A. Blackmun,Hugo L. Black,John M. Harlan II,John Paul Stevens,Neil Gorsuch,Potter Stewart,Ruth Bader Ginsburg,Sandra Day O'Connor,Sherman Minton,Sonia Sotomayor,Stanley Reed,Stephen G. Breyer,Thurgood Marshall,Tom C. Clark,Warren E. Burger,William H. Rehnquist,William O. Douglas
1960-05-17,0,0,0,0,0,0,3417,0,0,1561,0,2342,0,0,793,0,0,0,2500,0,0,0,0,0,0,0,60,0,0,21
1960-05-18,0,0,0,0,0,0,2249,0,0,5416,0,9592,0,0,2520,0,0,0,441,0,0,0,0,0,0,0,412,0,0,593
1960-05-19,0,0,0,0,0,0,1386,0,0,1404,0,2529,0,0,1427,0,0,0,32,0,0,0,0,0,0,0,66,0,0,595
1960-11-07,0,0,0,0,0,0,1274,0,0,4111,0,10852,0,0,3872,898,0,0,1512,0,0,0,0,0,0,0,970,0,0,0
1960-11-08,0,0,0,0,0,18,466,0,0,107,0,2116,0,0,175,139,0,0,2752,0,0,0,0,0,0,0,77,0,0,1101
1960-11-09,0,0,0,0,0,0,413,0,0,117,0,19602,0,0,3690,900,0,0,582,0,0,0,0,0,0,0,611,0,0,43
1960-11-10,0,0,0,0,0,0,4023,0,0,72,0,936,0,0,1791,1153,0,0,1498,0,0,0,0,0,0,0,0,0,0,462
1960-11-14,0,0,0,0,0,0,1881,0,0,48,0,10653,0,0,3789,157,0,0,424,0,0,0,0,0,0,0,0,0,0,126
1960-11-15,0,0,0,0,0,0,0,0,0,3074,0,10230,0,0,4705,1536,0,0,400,0,0,0,0,0,0,0,298,0,0,1906
1960-11-16,0,0,0,0,0,0,1205,0,0,776,0,18425,0,0,709,270,0,0,3543,0,0,0,0,0,0,0,247,0,0,776
1960-11-17,0,0,0,0,0,0,0,0,0,1399,0,3825,0,0,4312,68,0,0,1493,0,0,0,0,0,0,0,0,0,0,1138
1960-12-05,0,0,0,0,0,0,770,0,0,1123,0,5424,0,0,3692,1155,0,0,1665,0,0,0,0,0,0,0,64,0,0,799
1960-12-06,0,0,0,0,0,0,315,0,0,9438,0,6535,0,0,1794,2627,0,0,410,0,0,0,0,0,0,0,128,0,0,998
1960-12-07,0,0,0,0,0,0,949,0,0,30,0,1279,0,0,8724,1173,0,0,2208,0,0,0,0,0,0,0,0,0,0,21
1960-12-08,0,0,0,0,0,0,518,0,0,84,0,3145,0,0,18,27,0,0,620,0,0,0,0,0,0,0,0,0,0,130
1960-12-12,0,0,0,0,0,0,193,0,0,154,0,1215,0,0,2702,666,0,0,284,0,0,0,0,0,0,0,0,0,0,391
1960-12-13,0,0,0,0,0,0,1093,0,0,3480,0,3743,0,0,3183,946,0,0,210,0,0,0,0,0,0,0,0,0,0,39
1960-12-14,0,0,0,0,0,0,412,0,0,125,0,6237,0,0,4954,1032,0,0,398,0,0,0,0,0,0,0,212,0,0,80
1960-12-15,38535,0,0,0,0,0,736,0,0,4823,0,539,0,0,0,431,0,0,888,0,0,0,0,0,0,0,212,0,0,1156
1961-01-09,0,0,0,0,0,0,105,0,0,2303,0,37,0,0,2826,553,0,0,1425,0,0,0,0,0,0,0,120,0,0,541
1961-01-10,0,0,0,0,0,0,2376,0,0,3167,0,11488,0,0,1091,873,0,0,1336,0,0,0,0,0,0,0,923,0,0,1270
1961-01-11,0,0,0,0,0,0,22,0,0,2191,0,3190,0,0,3748,772,0,0,86,0,0,0,0,0,0,0,0,0,0,22
1961-01-12,0,0,0,0,0,0,1760,0,0,113,0,5180,0,0,101,96,0,0,1192,0,0,0,0,0,0,0,87,0,0,25
1961-01-16,0,0,0,0,0,0,364,0,0,202,0,8262,0,0,2856,2298,0,0,341,0,0,0,0,0,0,0,48,0,0,204
1961-01-17,0,0,0,0,0,0,0,0,0,3316,0,11403,0,0,3025,843,0,0,3758,0,0,0,0,0,0,0,1025,0,0,0
1961-01-18,0,0,0,0,0,0,297,0,0,322,0,54,0,0,180,59,0,0,44,0,0,0,0,0,0,0,35,0,0,139
1961-01-19,0,0,0,0,0,0,323,0,0,703,0,5730,0,0,1815,312,0,0,1952,0,0,0,0,0,0,0,340,0,0,0
1961-02-20,0,0,0,0,0,0,1344,0,0,117,0,3756,0,0,152,509,0,0,4005,0,0,0,0,0,0,0,350,0,0,121
1961-02-21,0,0,0,0,0,76,374,0,0,111,0,3139,0,0,1758,1184,0,0,1988,0,0,0,0,0,0,0,0,0,0,117
1961-02-23,0,0,0,0,0,0,936,0,0,5965,0,9714,0,0,7470,269,0,0,482,0,0,0,0,0,0,0,199,0,0,38
1961-02-27,0,0,0,0,0,0,3231,0,0,261,0,288,0,0,2096,64,0,0,143,0,0,0,0,0,0,0,1074,0,0,0
1961-02-28,0,0,0,0,0,0,111,0,0,7699,0,0,0,0,3334,823,0,0,42,0,0,0,0,0,0,0,0,0,0,1018
1961-03-01,0,0,0,0,0,0,406,0,0,2468,0,6274,0,0,97,815,0,0,2383,0,0,0,0,0,0,0,0,0,0,518
1961-03-02,0,0,0,0,0,0,824,0,0,4683,0,3790,0,0,239,15,0,0,316,0,0,0,0,0,0,0,0,0,0,746
1961-03-20,0,0,0,0,0,0,1815,0,0,4952,0,11112,0,0,2456,624,0,0,414,0,0,0,0,0,0,0,0,0,0,428
1961-03-21,0,0,0,0,0,0,807,0,0,5389,0,7859,0,0,1743,242,0,0,784,0,0,0,0,0,0,0,0,0,0,0
1961-03-22,0,0,0,0,0,0,1652,0,0,4198,0,7527,0,0,1847,1285,0,0,1402,0,0,0,0,0,0,0,0,0,0,1695
1961-03-23,0,0,0,0,0,0,1817,0,0,811,0,4095,0,0,3362,390,0,0,743,0,0,0,0,0,0,0,26,0,0,43
1961-03-27,0,0,0,0,0,20,2393,0,0,195,0,66,0,0,4000,671,0,0,650,0,0,0,0,0,0,0,1075,0,0,104
1961-03-28,0,0,0,0,0,0,1059,0,0,660,0,4842,0,0,356,1226,0,0,974,0,0,0,0,0,0,0,187,0,0,27
1961-03-29,0,0,0,0,0,0,708,0,0,1498,0,13504,0,0,2853,552,0,0,198,0,0,0,0,0,0,0,47,0,0,190
1961-03-30,0,0,0,0,0,0,4471,0,0,1606,0,2972,0,0,2163,1394,0,0,808,0,0,0,0,0,0,0,0,0,0,271
1961-04-17,0,0,0,0,0,0,1076,0,0,158,0,1725,0,0,1717,288,0,0,241,0,0,0,0,0,0,0,0,0,0,174
1961-04-18,0,0,0,0,0,0,806,0,0,330,0,6038,0,0,1015,125,0,0,2482,0,0,0,0,0,0,0,11,0,0,597
1961-04-19,0,0,0,0,0,0,191,0,0,643,0,2027,0,0,239,60,0,0,91,0,0,0,0,0,0,0,66,0,0,149
1961-04-20,0,0,0,0,0,0,1388,0,0,2291,0,12034,0,0,2961,614,0,0,121,0,0,0,0,0,0,0,0,0,0,86
1961-04-24,0,0,0,0,0,0,2387,0,0,846,0,1693,0,0,8056,1429,0,0,345,0,0,0,0,0,0,0,0,0,0,30
1961-04-25,0,0,0,0,0,0,1977,0,0,370,0,3321,0,0,2542,218,0,0,1078,0,0,0,0,0,0,0,132,0,0,0
1961-04-26,0,0,0,0,0,0,195,0,0,363,0,5983,0,0,723,350,0,0,765,0,0,0,0,0,0,0,0,0,0,156
1961-04-27,0,0,0,0,0,0,191,0,0,177,0,2119,0,0,5163,105,0,0,1023,0,0,0,0,0,0,0,95,0,0,61
1961-05-02,0,0,0,0,0,0,1423,0,0,852,0,7062,0,0,278,1053,0,0,0,0,0,0,0,0,0,0,452,0,0,408
1961-05-03,0,0,0,0,0,0,1939,0,0,5622,0,14169,0,0,2686,71,0,0,408,0,0,0,0,0,0,0,359,0,0,858
1961-05-04,0,0,0,0,0,0,2662,0,0,4560,0,10909,0,0,777,221,0,0,4313,0,0,0,0,0,0,0,85,0,0,741
1961-05-05,0,0,0,0,0,0,45,0,0,2010,0,5344,0,0,1318,0,0,0,1957,0,0,0,0,0,0,0,154,0,0,49
1961-05-08,0,0,0,0,0,0,200,0,0,5486,0,14529,0,0,2905,677,0,0,2107,0,0,0,0,0,0,0,428,0,0,120
1961-11-06,0,0,0,0,0,0,371,0,0,4397,0,10291,0,0,1144,3173,0,0,1109,0,0,0,0,0,0,0,11,0,0,474
1961-11-07,0,0,0,0,0,0,504,0,0,2254,0,1575,0,0,2509,268,0,0,228,0,0,0,0,0,0,0,0,0,0,157
1961-11-08,0,0,0,0,0,0,206,0,0,665,0,13722,0,0,8313,504,0,0,2278,0,0,0,0,0,0,0,252,0,0,407
1961-11-09,0,0,0,0,0,0,2569,0,0,137,0,2003,0,0,11966,721,0,0,713,0,0,0,0,0,0,0,57,0,0,458
1961-11-13,0,0,0,0,0,0,847,0,0,663,0,1394,0,0,171,351,0,0,1940,0,0,0,0,0,0,0,107,0,0,83
1961-11-14,0,0,0,0,0,0,771,0,0,1284,0,2887,0,0,2087,1814,0,0,521,0,0,0,0,0,0,0,0,0,0,574
1961-11-15,0,0,0,0,0,0,920,0,0,205,0,284,0,0,8,441,0,0,109,0,0,0,0,0,0,0,0,0,0,258
1961-11-16,0,0,0,0,0,0,51,0,0,155,0,67,0,0,483,44,0,0,459,0,0,0,0,0,0,0,0,0,0,424
1961-12-04,0,0,0,0,0,0,3178,0,0,4299,0,2188,0,0,11,3045,0,0,27,0,0,0,0,0,0,0,72,0,0,1199
1961-12-05,0,0,0,0,0,0,748,0,0,4018,0,2624,0,0,178,1041,0,0,46,0,0,0,0,0,0,0,11,0,0,1228
1961-12-06,0,0,0,0,0,0,623,0,0,116,0,4719,0,0,0,541,0,0,431,0,0,0,0,0,0,0,199,0,0,275
1961-12-07,0,0,0,0,0,0,1209,0,0,12096,0,16733,0,0,3279,2288,0,0,1656,0,0,0,0,0,0,0,0,0,0,2856
1961-12-11,0,0,0,0,0,0,87,0,0,5474,0,7658,0,0,6962,1613,0,0,169,0,0,0,0,0,0,0,0,0,0,1062
1961-12-12,0,0,0,0,0,0,1090,0,0,1098,0,567,0,0,203,185,0,0,676,0,0,0,0,0,0,0,44,0,0,25
1961-12-13,0,0,0,0,0,0,1288,0,0,2974,0,13004,0,0,4712,1815,0,0,142,0,0,0,0,0,0,0,119,0,0,166
1961-12-14,0,0,0,0,0,0,3543,0,0,5606,0,580,0,0,3398,61,0,0,84,0,0,0,0,0,0,0,231,0,0,110
1962-01-15,0,0,0,0,0,260,876,0,0,3207,0,2610,0,0,2115,2324,0,0,1414,0,0,0,0,0,0,0,0,0,0,123
1962-01-16,0,0,0,0,0,0,469,0,0,880,0,6550,0,0,3732,61,0,0,1666,0,0,0,0,0,0,0,0,0,0,170
1962-01-17,0,0,0,0,0,55,223,0,0,1393,0,9233,0,0,6880,909,0,0,552,0,0,0,0,0,0,0,0,0,0,285
1962-01-18,0,0,0,0,0,0,1136,0,0,213,0,260,0,0,3640,973,0,0,1208,0,0,0,0,0,0,0,0,0,0,463
1962-02-19,0,0,0,0,0,0,60,0,0,2426,0,11268,0,0,658,773,0,0,1059,0,0,0,0,0,0,0,108,0,0,256
1962-02-20,0,0,0,0,0,0,839,0,0,163,0,6509,0,0,995,1698,0,0,1855,0,0,0,0,0,0,0,0,0,0,147
1962-02-21,0,0,0,0,0,0,0,0,0,2476,0,6278,0,0,3173,704,0,0,68,0,0,0,0,0,0,0,0,0,0,78
1962-02-26,0,0,0,0,0,0,542,0,0,823,0,4297,0,0,242,148,0,0,418,0,0,0,0,0,0,0,201,0,0,611
1962-02-27,0,0,0,0,0,0,0,0,0,2741,0,8986,0,0,1749,528,0,0,563,0,0,0,0,0,0,0,48,0,0,408
1962-02-28,0,0,0,0,0,0,253,0,0,271,0,12555,0,0,1755,0,0,0,2939,0,0,0,0,0,0,0,36,0,0,1278
1962-03-01,0,0,0,0,0,0,0,0,0,550,0,2070,0,0,1965,581,0,0,92,0,0,0,0,0,0,0,0,0,0,1206
1962-03-19,0,0,0,0,0,0,0,0,0,371,0,310,0,0,14,538,0,0,500,0,0,0,0,0,0,0,0,0,0,0
1962-03-20,0,0,0,0,0,0,0,0,0,144,0,7335,0,0,3803,69,0,0,1042,0,0,0,0,0,0,0,0,0,0,11
1962-03-21,0,0,0,0,0,0,0,0,0,853,0,3965,0,0,1545,959,0,0,131,0,0,0,0,0,0,0,0,0,0,422
1962-03-22,0,0,0,0,0,0,0,0,0,633,0,8182,0,0,2285,1428,0,0,5623,0,0,0,0,0,0,0,239,0,0,38
1962-03-27,0,0,0,0,0,0,0,0,0,63,0,632,0,0,28,55,0,0,604,0,0,0,0,0,0,0,0,0,0,552
1962-03-28,0,0,0,0,0,0,0,0,0,1135,0,946,0,0,2867,762,0,0,3962,0,0,0,0,0,0,0,0,0,0,0
1962-03-29,0,0,0,0,0,0,0,0,0,3018,0,453,0,0,2570,731,0,0,992,0,0,0,0,0,0,0,1513,0,0,34
1962-04-02,0,0,0,0,0,0,0,0,0,1098,0,33,0,0,77,55,0,0,54,0,0,0,0,0,0,0,94,0,0,0
1962-04-03,0,0,0,0,0,0,0,0,0,618,0,7256,0,0,2049,676,0,0,3517,0,0,0,0,0,0,0,734,0,0,254
1962-04-09,0,0,0,0,0,0,0,0,0,513,0,0,0,0,145,680,0,0,99,0,0,0,0,0,0,0,119,0,0,68
1962-04-10,0,0,0,0,0,0,0,0,0,2698,0,0,0,0,779,278,0,0,166,0,0,0,0,0,0,0,0,0,0,0
1962-04-16,0,0,0,0,0,612,0,0,0,65,0,0,0,0,3515,242,0,0,665,0,0,0,0,0,0,0,0,0,0,0
1962-04-17,0,0,0,0,0,920,0,0,0,4638,0,0,0,0,1082,994,0,0,2644,0,0,0,0,0,0,0,748,0,0,617
1962-04-18,0,0,0,0,0,427,0,0,0,144,0,0,0,0,401,54,0,0,368,0,0,0,0,0,0,0,56,0,0,254
1962-04-19,0,0,0,0,0,415,0,0,0,5075,0,0,0,0,5823,231,0,0,1218,0,0,0,0,0,0,0,0,0,0,1611
1962-04-23,0,0,0,0,0,718,0,0,0,1717,0,0,0,0,191,233,0,0,2338,0,0,0,0,0,0,0,504,0,0,225
1962-04-24,0,0,0,0,0,0,0,0,0,305,0,0,0,0,147,603,0,0,710,0,0,0,0,0,0,0,0,0,0,1426
1962-04-25,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,3908,28,25327,0,242,0,0,0,0,0,0,0,25,0,0,1628
1962-11-05,0,0,0,520,0,2768,0,0,0,297,0,0,0,0,1057,1887,0,0,286,0,0,0,0,0,0,0,544,0,0,920
1962-11-06,0,0,0,950,0,271,0,0,0,1342,0,0,0,0,4484,0,0,0,1069,0,0,0,0,0,0,0,343,0,0,242
1962-11-07,0,0,0,2245,0,0,0,0,0,4289,0,0,0,0,7148,0,0,0,40,0,0,0,0,0,0,0,691,0,0,133
1962-11-08,0,0,0,3042,0,1575,0,0,0,241,0,0,0,0,4252,0,0,0,3197,0,0,0,0,0,0,0,28,0,0,777
1962-11-14,0,0,0,455,0,189,0,0,0,148,0,0,0,0,488,0,0,0,67,0,0,0,0,0,0,0,0,0,0,49
1962-11-15,0,0,0,136,0,76,0,0,0,539,0,0,0,0,967,0,0,0,2796,0,0,0,0,0,0,0,0,0,0,127
1962-12-03,0,0,0,735,0,640,0,0,0,97,0,0,0,0,58,0,0,0,1331,0,0,0,0,0,0,0,46,0,0,33
1962-12-04,0,0,0,1723,0,142,0,0,0,3199,0,0,0,0,7477,2289,0,0,740,0,0,0,0,0,0,0,338,0,0,1444
1962-12-10,0,0,0,11,0,2408,0,0,0,583,0,0,0,0,802,0,0,0,1768,0,0,0,0,0,0,0,674,0,0,288
1962-12-11,0,0,0,603,0,3831,0,0,0,398,0,0,0,0,33,0,0,0,1554,0,0,0,0,0,0,0,213,0,0,0
1962-12-12,0,0,0,0,0,866,0,0,0,136,0,0,0,0,1662,0,0,0,183,0,0,0,0,0,0,0,684,0,0,445
1962-12-13,0,0,0,167,0,683,0,0,0,1023,0,0,0,0,12584,1799,0,0,397,0,0,0,0,0,0,0,265,0,0,115
1963-01-07,0,0,0,129,0,322,0,0,0,477,0,0,0,0,380,1079,0,0,262,0,0,0,0,0,0,0,1051,0,0,472
1963-01-08,0,0,0,2757,0,940,0,0,0,59,0,0,0,0,5806,0,0,0,2091,0,0,0,0,0,0,0,354,0,0,0
1963-01-09,0,0,0,420,0,85,0,0,0,31,0,0,0,0,3874,0,0,0,1417,0,0,0,0,0,0,0,1047,0,0,116
1963-01-10,0,0,0,88,0,1081,0,0,0,85,0,0,0,0,3439,0,0,0,1796,0,0,0,0,0,0,0,203,0,0,384
1963-01-14,0,0,0,86,0,0,0,0,0,451,0,0,0,0,22,139,0,0,1233,0,0,0,0,0,0,0,56,0,0,102
1963-01-15,10942,0,0,33,0,327,0,0,0,89,0,0,0,0,4953,6436,0,0,314,0,0,0,0,0,0,0,338,0,0,1454
1963-01-16,0,0,0,95,0,378,0,0,0,273,0,0,0,0,2118,475,0,0,2823,0,0,0,0,0,0,0,214,0,0,1295
1963-01-17,0,0,0,887,0,2448,0,0,0,1767,0,0,0,0,2121,2072,0,0,4690,0,0,0,0,0,0,0,278,0,0,920
1963-02-18,0,0,0,1340,0,3039,0,0,0,109,0,0,0,0,5346,0,0,0,505,0,0,0,0,0,0,0,0,0,0,4
1963-02-19,0,0,0,1103,0,1938,0,0,0,298,0,0,0,0,158,0,0,0,559,0,0,0,0,0,0,0,231,0,0,30
1963-02-20,0,0,0,719,0,409,0,0,0,423,0,0,0,0,2327,0,0,0,432,0,0,0,0,0,0,0,246,0,0,0
1963-02-21,0,0,0,355,0,781,0,0,0,1664,0,0,0,0,3754,2483,0,0,1223,0,0,0,0,0,0,0,461,0,0,0
1963-02-25,0,0,0,527,0,648,0,0,0,383,0,0,0,0,878,482,0,0,1537,0,0,0,0,0,0,0,0,0,0,46
1963-02-26,0,0,0,271,0,3081,0,0,0,179,0,0,0,0,5106,1196,0,0,280,0,0,0,0,0,0,0,512,0,0,0
1963-02-27,0,0,0,965,0,2854,0,0,0,4183,0,0,0,0,6858,2067,0,0,7164,0,0,0,0,0,0,0,1304,0,0,479
1963-02-28,0,0,0,337,0,1424,0,0,0,2182,0,0,0,0,4916,29,0,0,7882,0,0,0,0,0,0,0,163,0,0,109
1963-03-18,0,0,0,219,0,280,0,0,0,329,0,0,0,0,7783,570,0,0,690,0,0,0,0,0,0,0,109,0,0,0
1963-03-19,0,0,0,524,0,4504,0,0,0,4049,0,0,0,0,11045,1580,0,0,1947,0,0,0,0,0,0,0,750,0,0,135
1963-03-20,0,0,0,533,0,3334,0,0,0,139,0,0,0,0,2161,11,0,0,288,0,0,0,0,0,0,0,22,0,0,0
1963-03-21,0,0,0,276,0,942,0,0,0,1497,0,0,0,0,1905,11,0,0,1780,0,0,0,0,0,0,0,1137,0,0,161
1963-03-25,0,0,0,2466,0,1580,0,0,0,2200,0,0,0,0,3964,2275,0,0,893,0,0,0,0,0,0,0,316,0,0,391
1963-03-26,0,0,0,346,0,961,0,0,0,184,0,0,0,0,2929,952,0,0,42,0,0,0,0,0,0,0,286,0,0,268
1963-03-27,0,0,0,308,0,822,0,0,0,106,0,0,0,0,1508,122,0,0,406,0,0,0,0,0,0,0,509,0,0,0
1963-03-28,0,0,0,375,0,830,0,0,0,108,0,0,0,0,11,847,0,0,1030,0,0,0,0,0,0,0,60,0,0,49
1963-04-15,0,0,0,110,0,644,0,0,0,233,0,0,0,0,0,657,0,0,182,0,0,0,0,0,0,0,0,0,0,0
1963-04-16,0,0,0,612,0,1064,0,0,0,2374,0,0,0,0,3042,29,0,0,1940,0,0,0,0,0,0,0,79,0,0,82
1963-04-17,0,0,0,66,0,3377,0,0,0,1094,0,0,0,0,7322,150,0,0,768,0,0,0,0,0,0,0,24,0,0,0
1963-04-18,0,0,0,121,0,2801,0,0,0,2176,0,0,0,0,18,306,0,0,1728,0,0,0,0,0,0,0,149,0,0,0
1963-04-22,0,0,0,615,0,77,0,0,0,356,0,0,0,0,109,0,0,0,2942,0,0,0,0,0,0,0,317,0,0,103
1963-04-23,0,0,0,565,0,2454,0,0,0,699,0,0,0,0,3588,0,0,0,2184,0,0,0,0,0,0,0,641,0,0,164
1963-04-24,0,0,0,1437,0,190,0,0,0,1653,0,0,0,0,3312,0,0,0,2983,0,0,0,0,0,0,0,477,0,0,0
1963-04-25,0,0,0,1300,0,88,0,0,0,106,0,0,0,0,1725,0,0,0,192,0,0,0,0,0,0,0,0,0,0,313
1963-04-29,0,0,0,105,0,2017,0,0,0,139,0,0,0,0,78,0,0,0,1823,0,0,0,0,0,0,0,0,0,0,102
1963-04-30,0,0,0,444,0,483,0,0,0,1247,0,0,0,0,1548,0,0,0,1176,0,0,0,0,0,0,0,247,0,0,312
1963-11-12,0,0,0,595,0,3423,0,0,0,1556,0,0,0,0,2433,0,0,0,6321,0,0,0,0,0,0,0,0,0,0,0
1963-11-13,0,0,0,1635,0,1974,0,0,0,638,0,0,0,0,2954,0,0,0,1679,0,0,0,0,0,0,0,312,0,0,0
1963-11-14,0,0,0,342,0,1317,0,0,0,1588,0,0,0,0,3966,0,0,0,9955,0,0,0,0,0,0,0,481,0,0,0
1963-11-18,0,0,0,1396,0,1584,0,0,0,520,0,33,0,0,1999,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0
1963-11-19,0,0,0,495,0,167,0,0,0,44,0,0,0,0,2554,0,0,0,958,0,0,0,0,0,0,0,1362,0,0,121
1963-11-20,0,0,0,140,0,633,0,0,0,56,0,0,0,0,3397,0,0,0,591,0,0,0,0,0,0,0,0,0,0,958
1963-11-21,0,0,0,203,0,509,0,0,0,333,0,0,0,0,786,0,0,0,17,0,0,0,0,0,0,0,0,0,0,391
1963-12-09,0,0,0,641,0,1326,0,0,0,1371,0,0,0,0,729,0,0,0,209,0,0,0,0,0,0,0,11,0,0,66
1963-12-10,0,0,0,1768,0,2411,0,0,0,1880,0,0,0,0,1322,0,0,0,3539,0,0,0,0,0,0,0,602,0,0,0
1963-12-11,0,0,0,2464,0,1875,0,0,0,1472,0,0,0,0,315,0,0,0,901,0,0,0,0,0,0,0,761,0,0,0
1963-12-12,0,0,0,403,0,227,0,0,0,368,0,0,0,0,2044,0,0,0,527,0,0,0,0,0,0,0,22,0,0,163
1964-01-06,0,0,0,156,0,2966,0,0,0,2365,0,0,0,0,2310,0,0,0,1320,0,0,0,0,0,0,0,424,0,0,466
1964-01-07,0,0,0,509,0,3923,0,0,0,1277,0,0,0,0,4388,0,0,0,109,0,0,0,0,0,0,0,285,0,0,0
1964-01-08,0,0,0,254,0,2545,0,0,0,151,0,0,0,0,1716,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
1964-01-09,0,0,0,132,0,3535,0,0,0,675,0,0,0,0,2824,0,0,0,1099,0,0,0,0,0,0,0,1385,0,0,1039
1964-01-13,0,0,0,462,0,188,0,0,0,107,0,0,0,0,22,0,0,0,773,0,0,0,0,0,0,0,58,0,0,94
1964-01-14,0,0,0,33,0,1138,0,0,0,3166,0,0,0,0,3800,0,0,0,467,0,0,0,0,0,0,0,22,0,0,182
1964-01-15,0,0,0,88,0,99,0,0,0,827,0,0,0,0,71,0,0,0,972,0,0,0,0,0,0,0,1516,0,0,160
1964-01-16,0,0,0,1415,0,2525,0,0,0,398,0,0,0,0,1811,0,0,0,1379,0,0,0,0,0,0,0,475,0,0,140
1964-02-17,0,0,0,1522,0,201,0,0,0,19,0,0,0,0,4123,0,0,0,75,0,0,0,0,0,0,0,0,0,0,265
1964-02-18,0,0,0,608,0,4866,0,0,0,1441,0,0,0,0,3471,0,0,0,804,0,0,0,0,0,0,0,1477,0,0,0
1964-02-19,0,0,0,533,0,3640,0,0,0,203,0,0,0,0,761,0,0,0,3995,0,0,0,0,0,0,0,0,0,0,0
1964-02-20,0,0,0,1375,0,1079,0,0,0,313,0,0,0,0,952,0,0,0,3378,0,0,0,0,0,0,0,0,0,0,736
1964-02-24,0,0,0,352,0,1242,0,0,0,477,0,0,0,0,5342,0,0,0,2884,0,0,0,0,0,0,0,484,0,0,0
1964-02-25,0,0,0,143,0,1009,0,0,0,118,0,0,0,0,2812,0,0,0,672,0,0,0,0,0,0,0,560,0,0,0
1964-02-26,0,0,0,44,0,176,0,0,0,161,0,0,0,0,3342,0,0,0,256,0,0,0,0,0,0,0,143,0,0,973
1964-02-27,0,0,0,615,0,235,0,0,0,96,0,0,0,0,6226,0,0,0,493,0,0,0,0,0,0,0,32,0,0,348
1964-03-02,0,0,0,178,0,4659,0,0,0,1283,0,0,0,0,7411,0,0,0,559,0,0,0,0,0,0,0,1874,0,0,370
1964-03-03,0,0,0,131,0,5061,0,0,0,140,0,0,0,0,1015,0,0,0,331,0,0,0,0,0,0,0,494,0,0,0
1964-03-04,0,0,0,55,0,482,0,0,0,135,0,159,0,0,270,0,0,0,2479,0,0,0,0,0,0,0,474,0,0,1231
1964-03-05,0,0,0,33,0,3045,0,0,0,820,0,0,0,0,1266,0,0,0,517,0,0,0,0,0,0,0,795,0,0,32
1964-03-23,0,0,0,196,0,1029,0,0,0,209,0,0,0,0,407,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0
1964-03-24,0,0,0,220,0,125,0,0,0,171,0,0,0,0,686,0,0,0,2980,0,0,0,0,0,0,0,683,0,0,479
1964-03-25,0,0,0,887,0,1901,0,0,0,149,0,0,0,0,2619,0,0,0,279,0,0,0,0,0,0,0,2020,0,0,768
1964-03-26,0,0,0,416,0,2199,0,0,0,1004,0,0,0,0,2579,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0
1964-03-30,0,0,0,540,0,3113,0,0,0,6133,0,0,0,0,11035,0,0,0,2156,0,0,0,0,0,0,0,361,0,0,43
1964-03-31,0,0,0,33,0,154,0,0,0,221,0,0,0,0,1330,0,0,0,34,0,0,0,0,0,0,0,776,0,0,0
1964-04-01,0,0,0,105,0,621,0,0,0,76,0,0,0,0,468,0,0,0,3248,0,0,0,0,0,0,0,150,0,0,70
1964-04-02,0,0,0,310,0,919,0,0,0,5949,0,0,0,0,165,0,0,0,35,0,0,0,0,0,0,0,476,0,0,259
1964-04-20,0,0,0,22,0,772,0,0,0,1259,0,0,0,0,306,0,0,0,768,0,0,0,0,0,0,0,854,0,0,0
1964-04-21,0,0,0,285,0,2556,0,0,0,95,0,0,0,0,361,0,0,0,301,0,0,0,0,0,0,0,54,0,0,32
1964-04-22,0,0,0,290,0,1415,0,0,0,122,0,0,0,0,494,0,0,0,1449,0,0,0,0,0,0,0,34,0,0,73
1964-04-23,0,0,0,150,0,280,0,0,0,133,0,0,0,0,672,0,0,0,781,0,0,0,0,0,0,0,70,0,0,0
1964-04-27,0,0,0,66,0,1407,0,0,0,510,0,0,0,0,18,0,0,0,93,0,0,0,0,0,0,0,2345,0,0,0
1964-04-28,0,0,0,231,0,113,0,0,0,57,0,0,0,0,53,0,0,0,963,0,0,0,0,0,0,0,52,0,0,0
1964-04-29,0,0,0,193,0,3098,0,0,0,385,0,0,0,0,52,774,0,0,67,0,0,0,0,0,0,0,97,0,0,116
1964-04-30,0,0,0,319,0,2702,0,0,0,260,0,0,0,0,65,0,0,0,842,0,0,0,0,0,0,0,210,0,0,114
1964-11-09,0,0,0,179,0,6275,0,0,0,227,0,0,0,0,3410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
1964-11-10,0,0,0,674,0,5617,0,0,0,664,0,0,0,0,214,0,0,0,2088,0,0,0,0,0,0,0,0,0,0,0
1964-11-12,87,0,0,1810,0,5751,0,0,0,3506,0,0,0,0,6796,0,0,0,1201,0,0,0,0,0,0,0,1398,0,0,370
